Bin,Count
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 105,28
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 106,31
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 11,12
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 12,12
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 13,26
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 14,27
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 15,28
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 16,28
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 17,32
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 18,36
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 19,34
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 2,1
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 20,36
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 21,35
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 22,35
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 23,36
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 24,42
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 25,41
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 26,38
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 27,39
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 28,42
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 29,43
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 3,1
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 30,42
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 31,41
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 32,42
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 33,42
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 34,37
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 35,37
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 36,40
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 37,43
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 38,46
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 39,49
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 4,1
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 40,45
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 41,55
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 42,53
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 43,55
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 44,52
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 45,53
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 46,56
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 47,70
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 48,68
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 49,68
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 5,2
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 50,70
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 51,62
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 52,61
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 53,61
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 54,65
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 55,60
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 56,62
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 57,61
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 58,68
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 59,66
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 6,7
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 60,64
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 61,77
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 62,68
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 63,84
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 64,90
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 65,90
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 66,93
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 67,94
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 68,88
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 69,92
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 7,10
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 70,93
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 71,101
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 72,99
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 73,101
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 74,97
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 75,102
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 76,100
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 77,99
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 78,99
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 79,94
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 8,10
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 80,96
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 81,95
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 82,94
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 83,94
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 84,86
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 85,86
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 86,79
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 87,75
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 88,72
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 89,65
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 9,11
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 90,53
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 91,50
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 92,49
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 93,48
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 94,51
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 95,54
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 96,56
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 97,50
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 98,40
UDN_Pilot2_P_P2_A_b61da432-1130-47e4-8c40-07cfda0e7549_M_014 & 99,37
UDN_BG_A_P_QC-NIST_M_034 & 0,1
UDN_BG_A_P_QC-NIST_M_034 & 1,1
UDN_BG_A_P_QC-NIST_M_034 & 10,1
UDN_BG_A_P_QC-NIST_M_034 & 100,56
UDN_BG_A_P_QC-NIST_M_034 & 101,60
UDN_BG_A_P_QC-NIST_M_034 & 102,64
UDN_BG_A_P_QC-NIST_M_034 & 103,71
UDN_BG_A_P_QC-NIST_M_034 & 104,71
UDN_BG_A_P_QC-NIST_M_034 & 105,71
UDN_BG_A_P_QC-NIST_M_034 & 106,74
UDN_BG_A_P_QC-NIST_M_034 & 107,71
UDN_BG_A_P_QC-NIST_M_034 & 108,68
UDN_BG_A_P_QC-NIST_M_034 & 109,67
UDN_BG_A_P_QC-NIST_M_034 & 11,1
UDN_BG_A_P_QC-NIST_M_034 & 110,69
UDN_BG_A_P_QC-NIST_M_034 & 111,67
UDN_BG_A_P_QC-NIST_M_034 & 112,67
UDN_BG_A_P_QC-NIST_M_034 & 113,68
UDN_BG_A_P_QC-NIST_M_034 & 114,68
UDN_BG_A_P_QC-NIST_M_034 & 115,72
UDN_BG_A_P_QC-NIST_M_034 & 116,63
UDN_BG_A_P_QC-NIST_M_034 & 117,62
UDN_BG_A_P_QC-NIST_M_034 & 118,61
UDN_BG_A_P_QC-NIST_M_034 & 119,61
UDN_BG_A_P_QC-NIST_M_034 & 12,2
UDN_BG_A_P_QC-NIST_M_034 & 120,60
UDN_BG_A_P_QC-NIST_M_034 & 121,65
UDN_BG_A_P_QC-NIST_M_034 & 122,62
UDN_BG_A_P_QC-NIST_M_034 & 123,61
UDN_BG_A_P_QC-NIST_M_034 & 124,60
UDN_BG_A_P_QC-NIST_M_034 & 125,60
UDN_BG_A_P_QC-NIST_M_034 & 126,55
UDN_BG_A_P_QC-NIST_M_034 & 127,62
UDN_BG_A_P_QC-NIST_M_034 & 128,60
UDN_BG_A_P_QC-NIST_M_034 & 129,60
UDN_BG_A_P_QC-NIST_M_034 & 13,7
UDN_BG_A_P_QC-NIST_M_034 & 130,66
UDN_BG_A_P_QC-NIST_M_034 & 131,68
UDN_BG_A_P_QC-NIST_M_034 & 132,67
UDN_BG_A_P_QC-NIST_M_034 & 133,69
UDN_BG_A_P_QC-NIST_M_034 & 134,69
UDN_BG_A_P_QC-NIST_M_034 & 135,69
UDN_BG_A_P_QC-NIST_M_034 & 136,69
UDN_BG_A_P_QC-NIST_M_034 & 137,78
UDN_BG_A_P_QC-NIST_M_034 & 138,76
UDN_BG_A_P_QC-NIST_M_034 & 139,74
UDN_BG_A_P_QC-NIST_M_034 & 14,10
UDN_BG_A_P_QC-NIST_M_034 & 140,74
UDN_BG_A_P_QC-NIST_M_034 & 141,72
UDN_BG_A_P_QC-NIST_M_034 & 142,70
UDN_BG_A_P_QC-NIST_M_034 & 143,66
UDN_BG_A_P_QC-NIST_M_034 & 144,62
UDN_BG_A_P_QC-NIST_M_034 & 145,67
UDN_BG_A_P_QC-NIST_M_034 & 146,68
UDN_BG_A_P_QC-NIST_M_034 & 147,73
UDN_BG_A_P_QC-NIST_M_034 & 148,74
UDN_BG_A_P_QC-NIST_M_034 & 149,69
UDN_BG_A_P_QC-NIST_M_034 & 15,11
UDN_BG_A_P_QC-NIST_M_034 & 150,70
UDN_BG_A_P_QC-NIST_M_034 & 151,74
UDN_BG_A_P_QC-NIST_M_034 & 152,84
UDN_BG_A_P_QC-NIST_M_034 & 153,89
UDN_BG_A_P_QC-NIST_M_034 & 154,86
UDN_BG_A_P_QC-NIST_M_034 & 155,90
UDN_BG_A_P_QC-NIST_M_034 & 156,93
UDN_BG_A_P_QC-NIST_M_034 & 157,92
UDN_BG_A_P_QC-NIST_M_034 & 158,91
UDN_BG_A_P_QC-NIST_M_034 & 159,93
UDN_BG_A_P_QC-NIST_M_034 & 16,11
UDN_BG_A_P_QC-NIST_M_034 & 160,93
UDN_BG_A_P_QC-NIST_M_034 & 161,94
UDN_BG_A_P_QC-NIST_M_034 & 162,93
UDN_BG_A_P_QC-NIST_M_034 & 163,90
UDN_BG_A_P_QC-NIST_M_034 & 164,89
UDN_BG_A_P_QC-NIST_M_034 & 165,92
UDN_BG_A_P_QC-NIST_M_034 & 166,100
UDN_BG_A_P_QC-NIST_M_034 & 167,101
UDN_BG_A_P_QC-NIST_M_034 & 168,99
UDN_BG_A_P_QC-NIST_M_034 & 169,98
UDN_BG_A_P_QC-NIST_M_034 & 17,12
UDN_BG_A_P_QC-NIST_M_034 & 170,100
UDN_BG_A_P_QC-NIST_M_034 & 171,97
UDN_BG_A_P_QC-NIST_M_034 & 172,101
UDN_BG_A_P_QC-NIST_M_034 & 173,103
UDN_BG_A_P_QC-NIST_M_034 & 174,102
UDN_BG_A_P_QC-NIST_M_034 & 175,102
UDN_BG_A_P_QC-NIST_M_034 & 176,105
UDN_BG_A_P_QC-NIST_M_034 & 177,102
UDN_BG_A_P_QC-NIST_M_034 & 178,99
UDN_BG_A_P_QC-NIST_M_034 & 179,101
UDN_BG_A_P_QC-NIST_M_034 & 18,12
UDN_BG_A_P_QC-NIST_M_034 & 180,99
UDN_BG_A_P_QC-NIST_M_034 & 181,98
UDN_BG_A_P_QC-NIST_M_034 & 182,97
UDN_BG_A_P_QC-NIST_M_034 & 183,94
UDN_BG_A_P_QC-NIST_M_034 & 184,96
UDN_BG_A_P_QC-NIST_M_034 & 185,95
UDN_BG_A_P_QC-NIST_M_034 & 186,94
UDN_BG_A_P_QC-NIST_M_034 & 187,95
UDN_BG_A_P_QC-NIST_M_034 & 188,85
UDN_BG_A_P_QC-NIST_M_034 & 189,86
UDN_BG_A_P_QC-NIST_M_034 & 19,12
UDN_BG_A_P_QC-NIST_M_034 & 190,86
UDN_BG_A_P_QC-NIST_M_034 & 191,82
UDN_BG_A_P_QC-NIST_M_034 & 192,80
UDN_BG_A_P_QC-NIST_M_034 & 193,79
UDN_BG_A_P_QC-NIST_M_034 & 194,80
UDN_BG_A_P_QC-NIST_M_034 & 195,75
UDN_BG_A_P_QC-NIST_M_034 & 196,75
UDN_BG_A_P_QC-NIST_M_034 & 197,72
UDN_BG_A_P_QC-NIST_M_034 & 198,65
UDN_BG_A_P_QC-NIST_M_034 & 199,62
UDN_BG_A_P_QC-NIST_M_034 & 2,1
UDN_BG_A_P_QC-NIST_M_034 & 20,12
UDN_BG_A_P_QC-NIST_M_034 & 200,53
UDN_BG_A_P_QC-NIST_M_034 & 201,53
UDN_BG_A_P_QC-NIST_M_034 & 202,54
UDN_BG_A_P_QC-NIST_M_034 & 203,52
UDN_BG_A_P_QC-NIST_M_034 & 204,47
UDN_BG_A_P_QC-NIST_M_034 & 205,50
UDN_BG_A_P_QC-NIST_M_034 & 206,52
UDN_BG_A_P_QC-NIST_M_034 & 207,49
UDN_BG_A_P_QC-NIST_M_034 & 208,48
UDN_BG_A_P_QC-NIST_M_034 & 209,48
UDN_BG_A_P_QC-NIST_M_034 & 21,11
UDN_BG_A_P_QC-NIST_M_034 & 210,48
UDN_BG_A_P_QC-NIST_M_034 & 211,47
UDN_BG_A_P_QC-NIST_M_034 & 212,51
UDN_BG_A_P_QC-NIST_M_034 & 213,54
UDN_BG_A_P_QC-NIST_M_034 & 214,55
UDN_BG_A_P_QC-NIST_M_034 & 215,54
UDN_BG_A_P_QC-NIST_M_034 & 216,56
UDN_BG_A_P_QC-NIST_M_034 & 217,53
UDN_BG_A_P_QC-NIST_M_034 & 218,61
UDN_BG_A_P_QC-NIST_M_034 & 219,56
UDN_BG_A_P_QC-NIST_M_034 & 22,10
UDN_BG_A_P_QC-NIST_M_034 & 220,56
UDN_BG_A_P_QC-NIST_M_034 & 221,49
UDN_BG_A_P_QC-NIST_M_034 & 222,50
UDN_BG_A_P_QC-NIST_M_034 & 223,45
UDN_BG_A_P_QC-NIST_M_034 & 224,39
UDN_BG_A_P_QC-NIST_M_034 & 225,40
UDN_BG_A_P_QC-NIST_M_034 & 226,36
UDN_BG_A_P_QC-NIST_M_034 & 227,37
UDN_BG_A_P_QC-NIST_M_034 & 228,36
UDN_BG_A_P_QC-NIST_M_034 & 229,33
UDN_BG_A_P_QC-NIST_M_034 & 23,12
UDN_BG_A_P_QC-NIST_M_034 & 230,35
UDN_BG_A_P_QC-NIST_M_034 & 231,33
UDN_BG_A_P_QC-NIST_M_034 & 232,35
UDN_BG_A_P_QC-NIST_M_034 & 233,33
UDN_BG_A_P_QC-NIST_M_034 & 234,32
UDN_BG_A_P_QC-NIST_M_034 & 235,31
UDN_BG_A_P_QC-NIST_M_034 & 236,31
UDN_BG_A_P_QC-NIST_M_034 & 237,27
UDN_BG_A_P_QC-NIST_M_034 & 238,26
UDN_BG_A_P_QC-NIST_M_034 & 239,27
UDN_BG_A_P_QC-NIST_M_034 & 24,13
UDN_BG_A_P_QC-NIST_M_034 & 240,21
UDN_BG_A_P_QC-NIST_M_034 & 241,19
UDN_BG_A_P_QC-NIST_M_034 & 242,15
UDN_BG_A_P_QC-NIST_M_034 & 243,12
UDN_BG_A_P_QC-NIST_M_034 & 244,11
UDN_BG_A_P_QC-NIST_M_034 & 245,10
UDN_BG_A_P_QC-NIST_M_034 & 246,10
UDN_BG_A_P_QC-NIST_M_034 & 247,12
UDN_BG_A_P_QC-NIST_M_034 & 248,12
UDN_BG_A_P_QC-NIST_M_034 & 249,15
UDN_BG_A_P_QC-NIST_M_034 & 25,16
UDN_BG_A_P_QC-NIST_M_034 & 250,20
UDN_BG_A_P_QC-NIST_M_034 & 251,20
UDN_BG_A_P_QC-NIST_M_034 & 252,23
UDN_BG_A_P_QC-NIST_M_034 & 253,28
UDN_BG_A_P_QC-NIST_M_034 & 254,27
UDN_BG_A_P_QC-NIST_M_034 & 255,30
UDN_BG_A_P_QC-NIST_M_034 & 256,28
UDN_BG_A_P_QC-NIST_M_034 & 257,32
UDN_BG_A_P_QC-NIST_M_034 & 258,29
UDN_BG_A_P_QC-NIST_M_034 & 259,25
UDN_BG_A_P_QC-NIST_M_034 & 26,16
UDN_BG_A_P_QC-NIST_M_034 & 260,24
UDN_BG_A_P_QC-NIST_M_034 & 261,10
UDN_BG_A_P_QC-NIST_M_034 & 262,13
UDN_BG_A_P_QC-NIST_M_034 & 263,12
UDN_BG_A_P_QC-NIST_M_034 & 264,11
UDN_BG_A_P_QC-NIST_M_034 & 265,25
UDN_BG_A_P_QC-NIST_M_034 & 266,38
UDN_BG_A_P_QC-NIST_M_034 & 267,34
UDN_BG_A_P_QC-NIST_M_034 & 268,33
UDN_BG_A_P_QC-NIST_M_034 & 269,29
UDN_BG_A_P_QC-NIST_M_034 & 27,19
UDN_BG_A_P_QC-NIST_M_034 & 270,27
UDN_BG_A_P_QC-NIST_M_034 & 271,30
UDN_BG_A_P_QC-NIST_M_034 & 272,27
UDN_BG_A_P_QC-NIST_M_034 & 273,28
UDN_BG_A_P_QC-NIST_M_034 & 274,27
UDN_BG_A_P_QC-NIST_M_034 & 275,26
UDN_BG_A_P_QC-NIST_M_034 & 276,24
UDN_BG_A_P_QC-NIST_M_034 & 277,29
UDN_BG_A_P_QC-NIST_M_034 & 278,23
UDN_BG_A_P_QC-NIST_M_034 & 279,27
UDN_BG_A_P_QC-NIST_M_034 & 28,23
UDN_BG_A_P_QC-NIST_M_034 & 280,8
UDN_BG_A_P_QC-NIST_M_034 & 281,7
UDN_BG_A_P_QC-NIST_M_034 & 282,7
UDN_BG_A_P_QC-NIST_M_034 & 29,26
UDN_BG_A_P_QC-NIST_M_034 & 3,1
UDN_BG_A_P_QC-NIST_M_034 & 30,27
UDN_BG_A_P_QC-NIST_M_034 & 31,31
UDN_BG_A_P_QC-NIST_M_034 & 32,35
UDN_BG_A_P_QC-NIST_M_034 & 33,37
UDN_BG_A_P_QC-NIST_M_034 & 34,34
UDN_BG_A_P_QC-NIST_M_034 & 35,34
UDN_BG_A_P_QC-NIST_M_034 & 36,35
UDN_BG_A_P_QC-NIST_M_034 & 37,33
UDN_BG_A_P_QC-NIST_M_034 & 38,35
UDN_BG_A_P_QC-NIST_M_034 & 39,36
UDN_BG_A_P_QC-NIST_M_034 & 4,1
UDN_BG_A_P_QC-NIST_M_034 & 40,37
UDN_BG_A_P_QC-NIST_M_034 & 41,36
UDN_BG_A_P_QC-NIST_M_034 & 42,36
UDN_BG_A_P_QC-NIST_M_034 & 43,36
UDN_BG_A_P_QC-NIST_M_034 & 44,34
UDN_BG_A_P_QC-NIST_M_034 & 45,34
UDN_BG_A_P_QC-NIST_M_034 & 46,34
UDN_BG_A_P_QC-NIST_M_034 & 47,36
UDN_BG_A_P_QC-NIST_M_034 & 48,37
UDN_BG_A_P_QC-NIST_M_034 & 49,38
UDN_BG_A_P_QC-NIST_M_034 & 5,1
UDN_BG_A_P_QC-NIST_M_034 & 50,41
UDN_BG_A_P_QC-NIST_M_034 & 51,42
UDN_BG_A_P_QC-NIST_M_034 & 52,38
UDN_BG_A_P_QC-NIST_M_034 & 53,38
UDN_BG_A_P_QC-NIST_M_034 & 54,38
UDN_BG_A_P_QC-NIST_M_034 & 55,38
UDN_BG_A_P_QC-NIST_M_034 & 56,40
UDN_BG_A_P_QC-NIST_M_034 & 57,39
UDN_BG_A_P_QC-NIST_M_034 & 58,39
UDN_BG_A_P_QC-NIST_M_034 & 59,41
UDN_BG_A_P_QC-NIST_M_034 & 6,1
UDN_BG_A_P_QC-NIST_M_034 & 60,42
UDN_BG_A_P_QC-NIST_M_034 & 61,43
UDN_BG_A_P_QC-NIST_M_034 & 62,41
UDN_BG_A_P_QC-NIST_M_034 & 63,41
UDN_BG_A_P_QC-NIST_M_034 & 64,41
UDN_BG_A_P_QC-NIST_M_034 & 65,41
UDN_BG_A_P_QC-NIST_M_034 & 66,42
UDN_BG_A_P_QC-NIST_M_034 & 67,41
UDN_BG_A_P_QC-NIST_M_034 & 68,40
UDN_BG_A_P_QC-NIST_M_034 & 69,41
UDN_BG_A_P_QC-NIST_M_034 & 7,1
UDN_BG_A_P_QC-NIST_M_034 & 70,37
UDN_BG_A_P_QC-NIST_M_034 & 71,37
UDN_BG_A_P_QC-NIST_M_034 & 72,40
UDN_BG_A_P_QC-NIST_M_034 & 73,41
UDN_BG_A_P_QC-NIST_M_034 & 74,43
UDN_BG_A_P_QC-NIST_M_034 & 75,43
UDN_BG_A_P_QC-NIST_M_034 & 76,48
UDN_BG_A_P_QC-NIST_M_034 & 77,50
UDN_BG_A_P_QC-NIST_M_034 & 78,47
UDN_BG_A_P_QC-NIST_M_034 & 79,45
UDN_BG_A_P_QC-NIST_M_034 & 8,1
UDN_BG_A_P_QC-NIST_M_034 & 80,47
UDN_BG_A_P_QC-NIST_M_034 & 81,55
UDN_BG_A_P_QC-NIST_M_034 & 82,56
UDN_BG_A_P_QC-NIST_M_034 & 83,56
UDN_BG_A_P_QC-NIST_M_034 & 84,54
UDN_BG_A_P_QC-NIST_M_034 & 85,53
UDN_BG_A_P_QC-NIST_M_034 & 86,55
UDN_BG_A_P_QC-NIST_M_034 & 87,55
UDN_BG_A_P_QC-NIST_M_034 & 88,56
UDN_BG_A_P_QC-NIST_M_034 & 89,56
UDN_BG_A_P_QC-NIST_M_034 & 9,1
UDN_BG_A_P_QC-NIST_M_034 & 90,56
UDN_BG_A_P_QC-NIST_M_034 & 91,57
UDN_BG_A_P_QC-NIST_M_034 & 92,54
UDN_BG_A_P_QC-NIST_M_034 & 93,51
UDN_BG_A_P_QC-NIST_M_034 & 94,52
UDN_BG_A_P_QC-NIST_M_034 & 95,49
UDN_BG_A_P_QC-NIST_M_034 & 96,57
UDN_BG_A_P_QC-NIST_M_034 & 97,55
UDN_BG_A_P_QC-NIST_M_034 & 98,53
UDN_BG_A_P_QC-NIST_M_034 & 99,56
UDN_BG_A_P_QC-NIST_M_036 & 0,1
UDN_BG_A_P_QC-NIST_M_036 & 1,1
UDN_BG_A_P_QC-NIST_M_036 & 10,10
UDN_BG_A_P_QC-NIST_M_036 & 100,65
UDN_BG_A_P_QC-NIST_M_036 & 101,66
UDN_BG_A_P_QC-NIST_M_036 & 102,62
UDN_BG_A_P_QC-NIST_M_036 & 103,61
UDN_BG_A_P_QC-NIST_M_036 & 104,60
UDN_BG_A_P_QC-NIST_M_036 & 105,59
UDN_BG_A_P_QC-NIST_M_036 & 106,57
UDN_BG_A_P_QC-NIST_M_036 & 107,60
UDN_BG_A_P_QC-NIST_M_036 & 108,61
UDN_BG_A_P_QC-NIST_M_036 & 109,63
UDN_BG_A_P_QC-NIST_M_036 & 11,11
UDN_BG_A_P_QC-NIST_M_036 & 110,67
UDN_BG_A_P_QC-NIST_M_036 & 111,66
UDN_BG_A_P_QC-NIST_M_036 & 112,69
UDN_BG_A_P_QC-NIST_M_036 & 113,69
UDN_BG_A_P_QC-NIST_M_036 & 114,69
UDN_BG_A_P_QC-NIST_M_036 & 115,73
UDN_BG_A_P_QC-NIST_M_036 & 116,74
UDN_BG_A_P_QC-NIST_M_036 & 117,74
UDN_BG_A_P_QC-NIST_M_036 & 118,65
UDN_BG_A_P_QC-NIST_M_036 & 119,63
UDN_BG_A_P_QC-NIST_M_036 & 12,12
UDN_BG_A_P_QC-NIST_M_036 & 120,67
UDN_BG_A_P_QC-NIST_M_036 & 121,68
UDN_BG_A_P_QC-NIST_M_036 & 122,73
UDN_BG_A_P_QC-NIST_M_036 & 123,68
UDN_BG_A_P_QC-NIST_M_036 & 124,69
UDN_BG_A_P_QC-NIST_M_036 & 125,74
UDN_BG_A_P_QC-NIST_M_036 & 126,84
